"Data","NrParagonu","Produkt"
NA,"PA 635/S27/01/2019","UNISEX :  BUTY RUN&TRAIN"
NA,"PA 636/S27/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 636/S27/01/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 636/S27/01/2019","5_AKCESORIA :  AKCESORIA PIARSKIE"
NA,"PA 637/S27/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 637/S27/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 640/S27/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 640/S27/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 644/S27/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 644/S27/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 644/S27/01/2019","2_KOBIETA :  SUKIENKA"
NA,"PA 645/S27/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 645/S27/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 645/S27/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 646/S27/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 646/S27/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 647/S27/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 647/S27/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 652/S27/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 652/S27/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 654/S27/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 654/S27/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 656/S27/01/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK MID"
NA,"PA 656/S27/01/2019","3_CHPAK :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 437/S28/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 437/S28/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 438/S28/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 438/S28/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P MID"
NA,"PA 439/S28/01/2019","1_M石CZYZNA :  STR覬 KIELOWY"
NA,"PA 439/S28/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 443/S28/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 443/S28/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 444/S28/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 444/S28/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 445/S28/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 445/S28/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 445/S28/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 445/S28/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 445/S28/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 446/S28/01/2019","1_M石CZYZNA :  BUTY PIARSKIE&HAL覹KI"
NA,"PA 446/S28/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 447/S28/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 447/S28/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 448/S28/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 448/S28/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 448/S28/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 449/S28/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 449/S28/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 449/S28/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 450/S28/01/2019","5_AKCESORIA :  AKCESORIA PIARSKIE"
NA,"PA 450/S28/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 453/S28/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 453/S28/01/2019","1_M石CZYZNA :  TIGHT"
NA,"PA 312/S29/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 312/S29/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 313/S29/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 313/S29/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 316/S29/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 316/S29/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 316/S29/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 317/S29/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 317/S29/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 317/S29/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 319/S29/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 319/S29/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 321/S29/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 321/S29/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 610/S30/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 610/S30/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 612/S30/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 612/S30/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 613/S30/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 613/S30/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 615/S30/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 615/S30/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 616/S30/01/2019","5_AKCESORIA :  AKCESORIA PIARSKIE"
NA,"PA 616/S30/01/2019","5_AKCESORIA :  PIA"
NA,"PA 617/S30/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 617/S30/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 618/S30/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 618/S30/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 619/S30/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 619/S30/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 619/S30/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 620/S30/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 620/S30/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 621/S30/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 621/S30/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 622/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 622/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 622/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 622/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 622/S30/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 622/S30/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 623/S30/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 623/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 624/S30/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 624/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 625/S30/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 625/S30/01/2019","5_AKCESORIA :  R蔏AWICE SPORTOWE"
NA,"PA 626/S30/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 626/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 627/S30/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 627/S30/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 628/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 628/S30/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 630/S30/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 630/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 631/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 631/S30/01/2019","5_AKCESORIA :  PIA"
NA,"PA 632/S30/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 632/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 632/S30/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 633/S30/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 633/S30/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 634/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 634/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 635/S30/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 635/S30/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 636/S30/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 636/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 637/S30/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 637/S30/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 637/S30/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 638/S30/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 638/S30/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 638/S30/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 639/S30/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 639/S30/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 640/S30/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 640/S30/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 641/S30/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 641/S30/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 641/S30/01/2019","UNISEX :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 506/S31/01/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 506/S31/01/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 506/S31/01/2019","3_CHPAK :  LONG SLEEVE"
NA,"PA 507/S31/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 507/S31/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 507/S31/01/2019","4_DZIEWCZYNA :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 508/S31/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 508/S31/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 510/S31/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 510/S31/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 511/S31/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 511/S31/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 512/S31/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 512/S31/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 513/S31/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 513/S31/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 514/S31/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 514/S31/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 514/S31/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 515/S31/01/2019","3_CHPAK :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 515/S31/01/2019","2_KOBIETA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 518/S31/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 518/S31/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 519/S31/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 519/S31/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 520/S31/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 520/S31/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 521/S31/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 521/S31/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 522/S31/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 522/S31/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 523/S31/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 523/S31/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 536/S32/01/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 536/S32/01/2019","1_M石CZYZNA :  BUTY RUN&TRAIN"
NA,"PA 537/S32/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 537/S32/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 538/S32/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 538/S32/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 538/S32/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 538/S32/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 539/S32/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 539/S32/01/2019","3_CHPAK :  BUTY_ZIMA"
NA,"PA 540/S32/01/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 540/S32/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 540/S32/01/2019","3_CHPAK :  LONG SLEEVE"
NA,"PA 541/S32/01/2019","1_M石CZYZNA :  BUTY PIARSKIE&HAL覹KI"
NA,"PA 541/S32/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 542/S32/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 542/S32/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 543/S32/01/2019","1_M石CZYZNA :  DRES"
NA,"PA 543/S32/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 544/S32/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 544/S32/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 544/S32/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 545/S32/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 545/S32/01/2019","2_KOBIETA :  KLAPKI"
NA,"PA 546/S32/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 546/S32/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 547/S32/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 547/S32/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 547/S32/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 548/S32/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 548/S32/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 550/S32/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 550/S32/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 550/S32/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 551/S32/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 551/S32/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 551/S32/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 552/S32/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 552/S32/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 552/S32/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 553/S32/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 553/S32/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 554/S32/01/2019","1_M石CZYZNA :  BUTY PIARSKIE&HAL覹KI"
NA,"PA 554/S32/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 556/S32/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 556/S32/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 556/S32/01/2019","3_CHPAK :  SPODENKI"
NA,"PA 556/S32/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 556/S32/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 556/S32/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 556/S32/01/2019","5_AKCESORIA :  PIA"
NA,"PA 556/S32/01/2019","2_KOBIETA :  KLAPKI"
NA,"PA 556/S32/01/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK LOW"
NA,"PA 559/S32/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 559/S32/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 560/S32/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 560/S32/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 560/S32/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 561/S32/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 561/S32/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 562/S32/01/2019","3_CHPAK :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 562/S32/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 562/S32/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 452/S33/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 452/S33/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 453/S33/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 453/S33/01/2019","2_KOBIETA :  BUTY RUN&TRAIN"
NA,"PA 453/S33/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 454/S33/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 454/S33/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 454/S33/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 455/S33/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 455/S33/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 455/S33/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 456/S33/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 456/S33/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 456/S33/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 457/S33/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 457/S33/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 457/S33/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 458/S33/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 458/S33/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 458/S33/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 458/S33/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 458/S33/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 459/S33/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 459/S33/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 460/S33/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 460/S33/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 461/S33/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 461/S33/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 461/S33/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 462/S33/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 462/S33/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 463/S33/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 463/S33/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 464/S33/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 464/S33/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 464/S33/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 464/S33/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 465/S33/01/2019","1_M石CZYZNA :  SPODENKI"
NA,"PA 465/S33/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 465/S33/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 465/S33/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 466/S33/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 466/S33/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 605/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 605/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 605/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 606/S34/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 606/S34/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 606/S34/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 607/S34/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 607/S34/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 609/S34/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 609/S34/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 610/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 610/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 610/S34/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 611/S34/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 611/S34/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 612/S34/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 612/S34/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 612/S34/01/2019","5_AKCESORIA :  R蔏AWICE SPORTOWE"
NA,"PA 612/S34/01/2019","5_AKCESORIA :  R蔏AWICE SPORTOWE"
NA,"PA 612/S34/01/2019","2_KOBIETA :  KLAPKI"
NA,"PA 613/S34/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 613/S34/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 614/S34/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 614/S34/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 616/S34/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 616/S34/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 617/S34/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 617/S34/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 618/S34/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 618/S34/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 618/S34/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 624/S34/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 624/S34/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 625/S34/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 625/S34/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 626/S34/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 626/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 627/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 627/S34/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 628/S34/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 628/S34/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 629/S34/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 629/S34/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 632/S34/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 632/S34/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 633/S34/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 633/S34/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 633/S34/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 368/S35/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 368/S35/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 368/S35/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 368/S35/01/2019","UNISEX :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 369/S35/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 369/S35/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 370/S35/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 370/S35/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 370/S35/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 370/S35/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 371/S35/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 371/S35/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 372/S35/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 372/S35/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 374/S35/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 374/S35/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 374/S35/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 375/S35/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 375/S35/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 376/S35/01/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 376/S35/01/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 378/S35/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 378/S35/01/2019","2_KOBIETA :  T-SHIRT"
